date,location,eff_population,cases,deaths,death_per_100case,death_per_10Kpeople,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
7/3/2020,Indiana,4457701,48099,2682,5.58,0.012517663,,,,,,,,,,,,,,
7/3/2020,Iowa,2084684,30631,721,2.35,0.011272692,,,,,,,,,,,,,,
7/3/2020,Kansas,1929097,16015,283,1.77,0.009175277,,,,,,,,,,,,,,
7/3/2020,Kentucky,2597776,16655,608,3.65,0.01405048,,,,,,,,,,,,,,
7/3/2020,Louisiana,3064527,63397,3278,5.17,0.016870466,,,,,,,,,,,,,,
7/3/2020,Maine,839816,3373,105,3.11,0.037031921,,,,,,,,,,,,,,
7/3/2020,Maryland,3886300,69422,3223,4.64,0.011939377,,,,,,,,,,,,,,
7/3/2020,Massachusetts,4481410,109628,8149,7.43,0.016579603,,,,,,,,,,,,,,
7/3/2020,Michigan,6478925,72306,6219,8.6,0.013273807,,,,,,,,,,,,,,
7/3/2020,Minnesota,3734798,37661,1503,3.99,0.010683309,,,,,,,,,,,,,,
7/3/2020,Mississippi,1970989,29684,1103,3.72,0.018873774,,,,,,,,,,,,,,
7/3/2020,Missouri,4045501,23620,1060,4.49,0.011098749,,,,,,,,,,,,,,
7/3/2020,Montana,707699,1128,23,2.04,0.028825814,,,,,,,,,,,,,,
7/3/2020,Nebraska,1275127,19660,285,1.45,0.011371416,,,,,,,,,,,,,,
7/3/2020,Nevada,2039803,20878,530,2.54,0.012452183,,,,,,,,,,,,,,
7/3/2020,New Hampshire,571141,5857,376,6.42,0.112406569,,,,,,,,,,,,,,
7/3/2020,New Jersey,5656308,174598,15164,8.69,0.015363378,,,,,,,,,,,,,,
7/3/2020,New Mexico,1181607,12776,511,4,0.033852203,,,,,,,,,,,,,,
7/3/2020,New York,12880388,400561,31836,7.95,0.006172174,,,,,,,,,,,,,,
7/3/2020,North Carolina,6913585,70451,1413,2.01,0.002907319,,,,,,,,,,,,,,
7/3/2020,North Dakota,494377,3731,89,2.39,0.048343673,,,,,,,,,,,,,,
7/3/2020,Northern Mariana Islands,36246,31,2,6.45,1.779506704,,,,,,,,,,,,,,
7/3/2020,Ohio,7618060,55257,2903,5.25,0.006891518,,,,,,,,,,,,,,
7/3/2020,Oklahoma,2620292,15065,398,2.64,0.010075213,,,,,,,,,,,,,,
7/3/2020,Oregon,2786629,9643,215,2.23,0.008002501,,,,,,,,,,,,,,
7/3/2020,Pennsylvania,7540629,93418,6790,7.27,0.009641106,,,,,,,,,,,,,,
7/3/2020,Puerto Rico,1828452,7683,154,2,0.010938214,,,,,,,,,,,,,,
7/3/2020,Rhode Island,699904,16991,960,5.65,0.080725357,,,,,,,,,,,,,,
7/3/2020,South Carolina,3393450,41532,793,1.91,0.00562849,,,,,,,,,,,,,,
7/3/2020,South Dakota,567312,6978,97,1.39,0.024501509,,,,,,,,,,,,,,
7/3/2020,Tennessee,4512196,47882,626,1.31,0.002903243,,,,,,,,,,,,,,
7/3/2020,Texas,18723207,190049,2609,1.37,0.000731712,,,,,,,,,,,,,,
7/3/2020,Utah,2098856,24070,181,0.75,0.003573375,,,,,,,,,,,,,,
7/3/2020,Vermont,336716,1236,56,4.53,0.134534741,,,,,,,,,,,,,,
7/3/2020,Virgin Islands,68911,111,6,5.41,0.785070598,,,,,,,,,,,,,,
7/3/2020,Virginia,5601177,64393,1845,2.87,0.005123923,,,,,,,,,,,,,,
7/3/2020,Washington,4701339,36417,1353,3.72,0.007912639,,,,,,,,,,,,,,
7/3/2020,West Virginia,1119779,3126,93,2.98,0.026612394,,,,,,,,,,,,,,
7/3/2020,Wisconsin,3856160,33565,804,2.4,0.006223808,,,,,,,,,,,,,,
7/3/2020,Wyoming,379786,1582,20,1.26,0.033176578,,,,,,,,,,,,,,
7/4/2020,Alabama,3239072,42862,1007,2.35,0.007255164,,,,,,,,,,,,,,
7/4/2020,Alaska,474571,1339,14,1.05,0.022125246,,,,,,,,,,,,,,
7/4/2020,Arizona,4798392,94616,1821,1.92,0.00400134,,,,,,,,,,,,,,
7/4/2020,Arkansas,1993732,23209,286,1.23,0.006169335,,,,,,,,,,,,,,
7/4/2020,California,23566950,265176,6329,2.39,0.001014132,,,,,,,,,,,,,,
7/4/2020,Colorado,3804641,33900,1703,5.02,0.013194412,,,,,,,,,,,,,,
7/4/2020,Connecticut,2344611,46717,4335,9.28,0.039580127,,,,,,,,,,,,,,
7/4/2020,Delaware,630196,11996,512,4.27,0.067756698,,,,,,,,,,,,,,
7/4/2020,District of Columbia,446234,10447,557,5.33,0.119444058,,,,,,,,,,,,,,
7/4/2020,Florida,14094013,190044,3701,1.95,0.001383566,,,,,,,,,,,,,,
7/4/2020,Georgia,6842396,87592,2809,3.21,0.004691339,,,,,,,,,,,,,,
7/4/2020,Guam,107187,1257,6,0.48,0.04478155,,,,,,,,,,,,,,
7/4/2020,Hawaii,865578,981,19,1.94,0.022412769,,,,,,,,,,,,,,
7/4/2020,Idaho,1172654,7431,94,1.26,0.010744857,,,,,,,,,,,,,,
7/4/2020,Illinois,5587526,148151,7234,4.88,0.00873374,,,,,,,,,,,,,,
7/4/2020,Indiana,4457701,48628,2687,5.53,0.012405498,,,,,,,,,,,,,,
7/4/2020,Iowa,2084684,31167,721,2.31,0.011080816,,,,,,,,,,,,,,
7/4/2020,Kansas,1929097,16165,284,1.76,0.00912344,,,,,,,,,,,,,,
7/4/2020,Kentucky,2597776,16709,608,3.64,0.014011986,,,,,,,,,,,,,,
7/4/2020,Louisiana,3064527,63397,3278,5.17,0.016870466,,,,,,,,,,,,,,
7/4/2020,Maine,839816,3397,107,3.15,0.037508216,,,,,,,,,,,,,,
7/4/2020,Maryland,3886300,69724,3236,4.64,0.011939377,,,,,,,,,,,,,,
7/4/2020,Massachusetts,4481410,109838,8172,7.44,0.016601918,,,,,,,,,,,,,,
7/4/2020,Michigan,6478925,72702,6222,8.56,0.013212068,,,,,,,,,,,,,,
7/4/2020,Minnesota,3734798,37661,1503,3.99,0.010683309,,,,,,,,,,,,,,
7/4/2020,Mississippi,1970989,30674,1107,3.61,0.018315678,,,,,,,,,,,,,,
7/4/2020,Missouri,4045501,24061,1062,4.41,0.010900998,,,,,,,,,,,,,,
7/4/2020,Montana,707699,1167,23,1.97,0.027836693,,,,,,,,,,,,,,
7/4/2020,Nebraska,1275127,19826,285,1.44,0.011292993,,,,,,,,,,,,,,
7/4/2020,Nevada,2039803,21671,530,2.45,0.012010964,,,,,,,,,,,,,,
7/4/2020,New Hampshire,571141,5871,380,6.47,0.113282009,,,,,,,,,,,,,,
7/4/2020,New Jersey,5656308,174889,15189,8.68,0.015345699,,,,,,,,,,,,,,
7/4/2020,New Mexico,1181607,13063,513,3.93,0.033259789,,,,,,,,,,,,,,
7/4/2020,New York,12880388,401286,31860,7.94,0.006164411,,,,,,,,,,,,,,
7/4/2020,North Carolina,6913585,71735,1414,1.97,0.002849462,,,,,,,,,,,,,,
7/4/2020,North Dakota,494377,3788,89,2.35,0.047534574,,,,,,,,,,,,,,
7/4/2020,Northern Mariana Islands,36246,31,2,6.45,1.779506704,,,,,,,,,,,,,,
7/4/2020,Ohio,7618060,56183,2907,5.17,0.006786505,,,,,,,,,,,,,,
7/4/2020,Oklahoma,2620292,15645,398,2.54,0.009693576,,,,,,,,,,,,,,
7/4/2020,Oregon,2786629,9937,216,2.17,0.007787187,,,,,,,,,,,,,,
7/4/2020,Pennsylvania,7540629,93922,6793,7.23,0.00958806,,,,,,,,,,,,,,
7/4/2020,Puerto Rico,1828452,7787,155,1.99,0.010883523,,,,,,,,,,,,,,
7/4/2020,Rhode Island,699904,16991,960,5.65,0.080725357,,,,,,,,,,,,,,
7/4/2020,South Carolina,3393450,43386,813,1.87,0.005510616,,,,,,,,,,,,,,
7/4/2020,South Dakota,567312,7028,97,1.38,0.024325239,,,,,,,,,,,,,,
7/4/2020,Tennessee,4512196,49232,630,1.28,0.002836756,,,,,,,,,,,,,,
7/4/2020,Texas,18723207,195707,2646,1.35,0.00072103,,,,,,,,,,,,,,
7/4/2020,Utah,2098856,24717,181,0.73,0.003478085,,,,,,,,,,,,,,
7/4/2020,Vermont,336716,1238,56,4.52,0.134237755,,,,,,,,,,,,,,
7/4/2020,Virgin Islands,68911,112,6,5.36,0.777814863,,,,,,,,,,,,,,
7/4/2020,Virginia,5601177,65109,1849,2.84,0.005070363,,,,,,,,,,,,,,
7/4/2020,Washington,4701339,36799,1355,3.68,0.007827557,,,,,,,,,,,,,,
7/4/2020,West Virginia,1119779,3205,94,2.93,0.026165877,,,,,,,,,,,,,,
7/4/2020,Wisconsin,3856160,34243,804,2.35,0.006094145,,,,,,,,,,,,,,
7/4/2020,Wyoming,379786,1606,20,1.25,0.032913272,,,,,,,,,,,,,,
7/5/2020,Alabama,3239072,43953,1007,2.29,0.007069926,,,,,,,,,,,,,,
7/5/2020,Alaska,474571,1371,14,1.02,0.021493096,,,,,,,,,,,,,,
7/5/2020,Arizona,4798392,98126,1829,1.86,0.003876299,,,,,,,,,,,,,,
7/5/2020,Arkansas,1993732,23814,287,1.21,0.00606902,,,,,,,,,,,,,,
7/5/2020,California,23566950,271587,6369,2.35,0.000997159,,,,,,,,,,,,,,
7/5/2020,Colorado,3804641,34100,1703,4.99,0.013115561,,,,,,,,,,,,,,
7/5/2020,Connecticut,2344611,46717,4335,9.28,0.039580127,,,,,,,,,,,,,,
7/5/2020,Delaware,630196,12128,512,4.22,0.066963294,,,,,,,,,,,,,,
